"ankleMagne1"	91.5516
"ankleMagne2"	94.2478
"ankleMagne3"	146.9
"handAcc16_2"	155.69899999999996
"handAcc16_3"	157.76
"handAcc6_1"	52.8214
"ankleAcc6_1"	61.9693
"ankleAcc6_2"	62.049
"ankleAcc6_3"	60.9357
"chestAcc16_3"	44.0693
"chestAcc6_1"	25.7361
"chestAcc6_2"	61.9373
"ankleAcc16_1"	157.232
"ankleAcc16_2"	156.19
"ankleAcc16_3"	158.872
"chestMagne3"	96.3585
"chestTemperature"	38.5625
"handAcc16_1"	62.8596
"handMagne2"	109.48700000000001
"handMagne3"	101.758
"handTemperature"	35.5
"chestGyro3"	3.0525900000000004
"chestMagne1"	80.4739
"chestMagne2"	40.2589
"handGyro2"	23.0779
"handGyro3"	14.3384
"handMagne1"	137.54399999999998
"ankleTemperature"	35.4375
"chestAcc16_1"	27.5223
"chestAcc16_2"	153.582
"ankleGyro1"	16.4427
"ankleGyro2"	13.5882
"ankleGyro3"	16.5288
"handAcc6_2"	62.2598
"handAcc6_3"	61.9234
"handGyro1"	26.4158
"chestAcc6_3"	36.9676
"chestGyro1"	18.5159
"chestGyro2"	6.0152800000000015
"heartrate"	202.0
"timestamp"	4245.68
